start_interval,pay_type_name,total_revenue,max_revenue,min_revenue
2020-08-30T00:30:00.000+04:30,Prepaid,1.7724252474E9,545000.0,-545000.0
2020-08-30T00:30:00.000+04:30,Postpaid,6.213228977E8,7739000.0,0.0
2020-08-30T00:15:00.000+04:30,Postpaid,6.201190979000001E8,2180000.0,0.0
2020-08-30T00:45:00.000+04:30,Prepaid,1.7091285837E9,545000.0,-545000.0
2020-08-30T00:15:00.000+04:30,Prepaid,1.6617093633E9,1097630.0,-545000.0
2020-08-30T00:45:00.000+04:30,Postpaid,6.263183176E8,5450000.0,0.0
2020-08-30T00:00:00.000+04:30,Prepaid,1.7229467623E9,1642630.0,-545000.0
2020-08-30T00:00:00.000+04:30,Postpaid,6.528914726E8,2180000.0,0.0
